(-12.0383005344+0j),(-11.3412466908+0j),(-6.76583585886+0j),(14.645657579+0j),(-1.48381037947+0j),(-5.6460025037+0j),(-5.07198329301+0j),(5.26875140156+0j),(-1.68916426549+0j),(5.59783472871+0j),(3.44475819054+0j),(1.91458366806+0j),(-0.894039266943+0j),(0.85276501822+0j),(3.11446682908+0j),(2.69197734795+0j),(-3.53415937002+0j),(2.33862106121+0j),(-1.10993584304+0j),(0.382239329548+0j),(-3.62745244699+0j),(-0.123989512798+0j),(1.08428636939+0j),(-2.10261394048+0j),(-1.08236648026+0j),(0.325191568185+0j),(1.31604461572+0j),(0.0163663786191+0j),(-0.27058190302+0j),(0.183820018192+0j),(0.178277882472+0j),(-0.586958457687+0j),(0.0184032680322+0j),(1.12347424289+0j),(-0.261202791232+0j),(0.387997124942+0j),(0.669678528553+0j),(0.732675366932+0j),(-1.04557405168+0j),(-0.0462216159931+0j),(-0.31309709828+0j),(-0.5127321936+0j),(-0.771623726223+0j),(0.35517679002+0j),(1.41924680406+0j),(-0.0263420955367+0j),(1.03576223248+0j),(3.17055409704e-14+0j),(-1.87905246918e-14+0j),(2.82031342724e-14+0j),(-1.02723385353e-13+0j),(9.29811783124e-14+0j),(3.28348459533e-14+0j),(-5.50991544057e-14+0j),(6.07847105982e-15+0j),(-3.27654570142e-14+0j),(2.40363284831e-14+0j),(-4.83502127224e-14+0j),(2.59514632006e-14+0j),(-3.1558089475e-14+0j),(3.44724249146e-14+0j),(2.91433543964e-16+2.40640840588e-14j),(2.91433543964e-16-2.40640840588e-14j),(-2.08305594995e-14-5.34121358253e-15j),(-2.08305594995e-14+5.34121358253e-15j),(7.69523333943e-15-7.65706942296e-15j),(7.69523333943e-15+7.65706942296e-15j),(6.28663787694e-15-2.22738494315e-14j),(6.28663787694e-15+2.22738494315e-14j),(1.26530730338e-14+0j),(-6.22765727876e-15+3.65679708736e-15j),(-6.22765727876e-15-3.65679708736e-15j),(-4.02455846427e-15-7.58074159002e-15j),(-4.02455846427e-15+7.58074159002e-15j),(-8.08381139805e-15-1.45716771982e-16j)
(-30.5996963701+0j),(-8.13495787942+0j),(-17.2034460315+0j),(-13.2377873269+0j),(2.33360227976+0j),(3.085246604+0j),(-7.57853635187+0j),(0.734266142492+0j),(0.671248269759+0j),(-5.73897776892+0j),(-0.497544457614+0j),(1.27352634113+0j),(4.26631001154+0j),(2.93142392059+0j),(2.24300348624+0j),(1.10904337835+0j),(2.27036566085+0j),(-0.0371069387417+0j),(0.883115428136+0j),(-2.59504154441+0j),(-0.221834528524+0j),(0.768997686712+0j),(1.49306727266+0j),(0.859782157749+0j),(-5.43937982314+0j),(-0.241807936302+0j),(0.295931253964+0j),(0.488695839205+0j),(-2.15929689707+0j),(1.05931050016+0j),(-0.246680566856+0j),(-1.17760677653+0j),(-2.23576788565+0j),(2.34055731396+0j),(-0.530606211281+0j),(1.24979586413+0j),(1.55050510283+0j),(-0.432326951162+0j),(0.0267949865826+0j),(2.42037422741+0j),(0.690688900007+0j),(0.110504360479+0j),(0.241782938253+0j),(0.446882471168+0j),(-0.187413970413+0j),(-0.235820883212+0j),(-0.145046495802+0j),(-2.34725433534e-14+0j),(2.11636264069e-14+0j),(-1.43600409341e-14+0j),(6.43651798526e-14+0j),(-1.51545442861e-14+0j),(4.39093206239e-14+0j),(3.87702023263e-14+0j),(2.5493496203e-14+0j),(-4.27019530846e-14+0j),(3.54716256368e-14+0j),(3.59157148466e-14+0j),(-2.83661982792e-14+0j),(-6.93889390391e-16+0j),(-1.65423230669e-14+0j),(-2.68812749837e-14+4.41313652288e-15j),(-2.68812749837e-14-4.41313652288e-15j),(1.73611125476e-14-5.15386344713e-15j),(1.73611125476e-14+5.15386344713e-15j),(4.75314232418e-15+1.01481323345e-14j),(4.75314232418e-15-1.01481323345e-14j),(-2.13579154362e-14-1.20459198172e-14j),(-2.13579154362e-14+1.20459198172e-14j),(-3.52842755014e-15+0j),(-6.22765727876e-15+5.98826543907e-15j),(-6.22765727876e-15-5.98826543907e-15j),(-9.52016243616e-15-5.85989590185e-15j),(-9.52016243616e-15+5.85989590185e-15j),(7.19563297835e-15-4.72191730161e-15j)
(-29.4738382011+0j),(-12.1909607617+0j),(-22.2276590377+0j),(-17.6160002439+0j),(-5.34847556707+0j),(7.76357858598+0j),(-2.60651528088+0j),(-12.8246576958+0j),(3.16741460863+0j),(4.9394221+0j),(1.73536807355+0j),(0.472219718641+0j),(4.1967612776+0j),(-2.32050143338+0j),(-1.98384882744+0j),(4.88031056458+0j),(1.0873608897+0j),(-0.0719659215859+0j),(5.94238012842+0j),(0.196190531912+0j),(-2.47210377437+0j),(1.62027565219+0j),(-3.89019278317+0j),(-1.03614103546+0j),(-2.78937705326+0j),(1.50150574662+0j),(-0.886607041843+0j),(-0.634507244151+0j),(-0.213407104638+0j),(0.568843697358+0j),(0.0659599818407+0j),(-1.3283204327+0j),(0.83587576626+0j),(-1.09566914202+0j),(-0.761868611285+0j),(-0.882276508643+0j),(0.409843785675+0j),(-0.125034474539+0j),(0.634062221222+0j),(-1.96968420343+0j),(-0.102070666429+0j),(0.00378007762026+0j),(0.0293637651359+0j),(-0.232824682895+0j),(0.192924523123+0j),(0.296835486002+0j),(0.0507041787091+0j),(2.29902902271e-14+0j),(-1.68025315883e-14+0j),(3.78204412232e-14+0j),(-1.89570581455e-14+0j),(1.46549439251e-14+0j),(-6.87783163755e-14+0j),(-1.37849801018e-14+0j),(-4.53387327681e-14+0j),(5.28327381843e-14+0j),(-4.69069227904e-14+0j),(-1.85407245112e-14+0j),(2.49245069028e-14+0j),(-3.48887585488e-14+0j),(4.58799664926e-14+0j),(2.21350715535e-14+1.52794443764e-14j),(2.21350715535e-14-1.52794443764e-14j),(1.55847557082e-14-8.04044331115e-15j),(1.55847557082e-14+8.04044331115e-15j),(1.49671941507e-14+7.98319743645e-15j),(1.49671941507e-14-7.98319743645e-15j),(3.62210261784e-15-3.69149155688e-15j),(3.62210261784e-15+3.69149155688e-15j),(8.57300341828e-15+0j),(-9.36403732332e-15-1.28369537222e-15j),(-9.36403732332e-15+1.28369537222e-15j),(-2.91433543964e-15-1.34094124693e-14j),(-2.91433543964e-15+1.34094124693e-14j),(3.3653635434e-15-9.81853487403e-16j)
(-11.0172432036+0j),(-24.1938726959+0j),(-19.6240185347+0j),(2.1848470772+0j),(-13.6819033523+0j),(1.4509666069+0j),(-3.74729901825+0j),(2.53228954584+0j),(4.91558512581+0j),(5.80140137587+0j),(-3.01839661401+0j),(3.72113160682+0j),(-6.11418267329+0j),(0.242562164844+0j),(-7.62770947465+0j),(-3.40829803525+0j),(-0.368518854343+0j),(-0.0276376494607+0j),(-0.391513765055+0j),(-0.905308282914+0j),(1.58249181762+0j),(1.81491955554+0j),(0.0389944710529+0j),(2.53604378798+0j),(2.05032610773+0j),(0.330101906235+0j),(-2.1681075344+0j),(0.390160898487+0j),(1.30556016933+0j),(-0.909519843452+0j),(0.272848737313+0j),(-2.68209267519+0j),(2.41552124492+0j),(3.65803761619+0j),(0.0849479689288+0j),(1.48152230944+0j),(-1.41155028893+0j),(-0.774454928896+0j),(0.368660209091+0j),(0.510348720357+0j),(0.0287971263866+0j),(0.0480944103509+0j),(0.12177678453+0j),(-0.0312365809733+0j),(0.0964861827962+0j),(0.0846107490519+0j),(0.0201046275071+0j),(-2.4874199922e-14+0j),(2.54136989231e-14+0j),(-1.66915092858e-14+0j),(6.05765437811e-14+0j),(-6.10622663544e-16+0j),(3.06976666309e-14+0j),(7.38810054801e-14+0j),(7.51204654037e-14+0j),(-4.6865289427e-14+0j),(3.7692071686e-14+0j),(1.42108547152e-14+0j),(-5.93969318174e-15+0j),(-9.90874049478e-15+0j),(1.60427227058e-14+0j),(-7.72992780895e-15+2.11775041947e-14j),(-7.72992780895e-15-2.11775041947e-14j),(3.3723024373e-15-5.26488574959e-15j),(3.3723024373e-15+5.26488574959e-15j),(3.1988300897e-15+8.09421973891e-15j),(3.1988300897e-15-8.09421973891e-15j),(1.949829187e-14+7.77156117238e-16j),(1.949829187e-14-7.77156117238e-16j),(-1.19695919842e-15+0j),(-1.10293718603e-14-4.4478309924e-15j),(-1.10293718603e-14+4.4478309924e-15j),(-6.00908212078e-15-9.88445436612e-15j),(-6.00908212078e-15+9.88445436612e-15j),(-3.98986399475e-15-6.06112382506e-15j)
(-9.80339759196+0j),(-22.8326891238+0j),(-14.7274515047+0j),(6.42450614247+0j),(-13.0470032523+0j),(-0.869045007894+0j),(-1.92703303607+0j),(5.64422879517+0j),(3.00646538529+0j),(2.00552678486+0j),(-6.11206461838+0j),(2.6064532572+0j),(-5.90620648675+0j),(-0.721471515574+0j),(-2.32223176827+0j),(0.770024077363+0j),(1.70415252169+0j),(-1.09980149595+0j),(0.946040512822+0j),(-1.64498294875+0j),(-2.48892376431+0j),(3.30965233151+0j),(1.9259985149+0j),(4.10123833446+0j),(1.60317162069+0j),(-1.06907810269+0j),(-0.268182681812+0j),(1.45014760242+0j),(-1.02002201254+0j),(-0.552418484387+0j),(-0.555380736749+0j),(2.81464875439+0j),(-3.81255781986+0j),(-2.26731293743+0j),(-0.22385976216+0j),(-1.5823249447+0j),(1.55728697285+0j),(0.931572513363+0j),(-0.495926006907+0j),(-0.728718968834+0j),(0.344832016377+0j),(0.324024186473+0j),(0.0345642235863+0j),(-0.00265388154253+0j),(-0.1397608095+0j),(-0.086550190609+0j),(0.0404047893282+0j),(3.44533429564e-14+0j),(-3.38444550163e-14+0j),(-2.1298934838e-14+0j),(-4.9321657869e-14+0j),(-3.12250225676e-14+0j),(-6.67799149312e-14+0j),(-6.03172026215e-14+0j),(-1.09731668196e-13+0j),(1.07899800206e-13+0j),(-1.01973984812e-13+0j),(2.77555756156e-15+0j),(-1.22679644221e-14+0j),(4.17166301503e-14+0j),(-4.30211422042e-14+0j),(3.42781358853e-15-4.23827639651e-14j),(3.42781358853e-15+4.23827639651e-14j),(2.29122276707e-14-1.49012746586e-15j),(2.29122276707e-14+1.49012746586e-15j),(1.05263020522e-14+6.09581829458e-15j),(1.05263020522e-14-6.09581829458e-15j),(1.15601972439e-14-1.11022302463e-16j),(1.15601972439e-14+1.11022302463e-16j),(1.80064296806e-15+0j),(-3.89618892704e-15-2.671474153e-15j),(-3.89618892704e-15+2.671474153e-15j),(-2.19269047363e-15-8.74647576588e-15j),(-2.19269047363e-15+8.74647576588e-15j),(-6.34908792208e-15-2.86923262927e-15j)
(-54.6111915218+0j),(22.3222531213+0j),(10.275811048+0j),(-0.0432870208529+0j),(-18.5447166759+0j),(7.2480415798+0j),(8.31878811404+0j),(-5.34663191684+0j),(6.94152260817+0j),(3.54196441815+0j),(-8.56342577044+0j),(-0.0706414264519+0j),(3.03011491217+0j),(-3.61413587943+0j),(-1.01574991622+0j),(3.52470008214+0j),(-0.525367903298+0j),(-2.07579802465+0j),(-0.358891309846+0j),(2.91066431383+0j),(0.334630432796+0j),(-1.43347305837+0j),(1.17574427789+0j),(-3.23915401803+0j),(0.524783999043+0j),(0.755636252507+0j),(0.473312752086+0j),(-0.814539175796+0j),(0.00158207171329+0j),(0.241117513948+0j),(0.131009676431+0j),(0.55910913848+0j),(0.26184114545+0j),(-0.673160695151+0j),(-0.00589053630661+0j),(1.18174039109+0j),(-1.26143081819+0j),(1.79215662716+0j),(-1.63590457522+0j),(1.44091772159+0j),(1.02205402263+0j),(-0.34270631405+0j),(-0.321871887547+0j),(0.279656526161+0j),(-0.104484147309+0j),(-0.121275327215+0j),(-0.184855412268+0j),(3.9893435777e-14+0j),(2.89004931098e-15+0j),(2.7439855943e-14+0j),(3.06699110553e-14+0j),(2.18297602217e-14+0j),(4.39925873508e-14+0j),(1.86196544294e-14+0j),(3.18217674433e-14+0j),(-4.9751869291e-14+0j),(4.91273688397e-14+0j),(1.848521336e-14+0j),(-2.17603712827e-14+0j),(1.54043444667e-14+0j),(6.05071548421e-15+0j),(1.19210197269e-14+1.13797860024e-15j),(1.19210197269e-14-1.13797860024e-15j),(-1.0616507673e-14+5.83734449666e-15j),(-1.0616507673e-14-5.83734449666e-15j),(-1.47867829092e-14+2.43208231332e-15j),(-1.47867829092e-14-2.43208231332e-15j),(6.67521593556e-15-1.75415237891e-14j),(6.67521593556e-15+1.75415237891e-14j),(-1.92935944998e-14+0j),(-1.53314860807e-14-8.55565618352e-15j),(-1.53314860807e-14+8.55565618352e-15j),(-6.85562717706e-15-1.41865685865e-14j),(-6.85562717706e-15+1.41865685865e-14j),(2.6575963652e-15-1.13485609798e-14j)
(3.59093266153+0j),(-15.8865901254+0j),(-0.209692707286+0j),(12.6293475786+0j),(6.90634654341+0j),(-2.41291124306+0j),(6.4681103773+0j),(0.471796887803+0j),(-1.28409146116+0j),(-8.12320676245+0j),(3.65638665465+0j),(1.64177437707+0j),(7.5020734394+0j),(1.98561151518+0j),(-6.37421274827+0j),(0.0353242657882+0j),(-4.2563814336+0j),(1.07301774598+0j),(0.172794962859+0j),(0.846296457762+0j),(-3.10184429474+0j),(0.596570001661+0j),(3.15048321523+0j),(0.569149609802+0j),(-0.282135462364+0j),(-1.02363061565+0j),(-1.27397599105+0j),(0.790186315597+0j),(1.85470019141+0j),(1.14582790865+0j),(-0.291013005684+0j),(-0.256236347894+0j),(1.22523842884+0j),(0.603596566088+0j),(-1.59949889008+0j),(-1.23555491325+0j),(0.175394677347+0j),(2.12426562555+0j),(-0.0706090446802+0j),(-0.415004252444+0j),(0.398242525899+0j),(-0.829353147735+0j),(1.12261925373+0j),(0.531453403493+0j),(-0.094612900071+0j),(0.417451649711+0j),(-0.316478295257+0j),(-9.70577784809e-15+0j),(1.86829718363e-14+0j),(-2.17707796235e-14+0j),(1.89154247821e-14+0j),(-8.38773495104e-14+0j),(-1.11577413975e-14+0j),(3.36909319887e-14+0j),(-2.59514632006e-15+0j),(1.64174229766e-14+0j),(-1.70141678524e-14+0j),(8.43769498715e-15+0j),(9.32587340685e-15+0j),(1.50712775593e-14+0j),(-9.4091401337e-15+0j),(4.20496970577e-15-2.10387263166e-14j),(4.20496970577e-15+2.10387263166e-14j),(2.92127433354e-14-4.51548520797e-15j),(2.92127433354e-14+4.51548520797e-15j),(3.08780778724e-15+9.1489316123e-15j),(3.08780778724e-15-9.1489316123e-15j),(1.05609965217e-14+6.83481049535e-15j),(1.05609965217e-14-6.83481049535e-15j),(9.98853777467e-15+0j),(3.40352745987e-15-8.33361157859e-15j),(3.40352745987e-15+8.33361157859e-15j),(4.24660306919e-15+2.2169766023e-15j),(4.24660306919e-15-2.2169766023e-15j),(-4.68375338514e-16+1.36349265212e-15j)
(19.8199397879+0j),(-10.4376581223+0j),(11.8849072891+0j),(-0.773679788021+0j),(6.00530636099+0j),(8.21038666326+0j),(-2.62819074209+0j),(4.70370156121+0j),(2.88919212793+0j),(-0.640527026792+0j),(1.90269778717+0j),(-4.60900132682+0j),(0.222386905945+0j),(-0.539745468281+0j),(0.34811391717+0j),(-1.61937540118+0j),(-3.28735183269+0j),(-4.20648462182+0j),(0.0461280746587+0j),(0.260434485881+0j),(-1.17097803493+0j),(-0.0887892761627+0j),(-0.21804313844+0j),(0.64206535317+0j),(1.48206642894+0j),(0.866455640133+0j),(0.135228214913+0j),(-0.621071437577+0j),(1.29457161767+0j),(0.228628723227+0j),(0.854561156855+0j),(-2.08586664895+0j),(-0.937493417721+0j),(-0.16593685531+0j),(-0.208914301734+0j),(0.698895316892+0j),(0.676145980126+0j),(0.223010411738+0j),(1.69938791945+0j),(-1.24606758486+0j),(1.33616764132+0j),(-0.518137797365+0j),(-1.2738232811+0j),(0.949354381952+0j),(-0.300281171481+0j),(-1.0525510659+0j),(-0.166123557829+0j),(5.94333610104e-14+0j),(-4.07625322385e-14+0j),(-3.92394450266e-15+0j),(-1.71390679427e-14+0j),(5.90916204857e-14+0j),(9.38138455808e-14+0j),(-5.62267246651e-14+0j),(-5.27494714575e-14+0j),(-7.17481629664e-15+0j),(1.83186799063e-15+0j),(1.53210777398e-14+0j),(-4.92106355665e-14+0j),(-1.75692793647e-14+0j),(-5.05151476204e-15+0j),(-1.26704202685e-14-1.19348975147e-15j),(-1.26704202685e-14+1.19348975147e-15j),(1.53627111033e-14-5.9934696095e-15j),(1.53627111033e-14+5.9934696095e-15j),(1.53349555276e-14+1.4224732503e-16j),(1.53349555276e-14-1.4224732503e-16j),(-7.34134975033e-15-2.17881268583e-15j),(-7.34134975033e-15+2.17881268583e-15j),(9.8497598966e-15+0j),(4.77742845284e-15+7.23726634178e-15j),(4.77742845284e-15-7.23726634178e-15j),(-1.80411241502e-15+1.11369247158e-15j),(-1.80411241502e-15-1.11369247158e-15j),(-1.15671361378e-14+1.43288159116e-15j)
(23.0574671338+0j),(-12.5174203816+0j),(10.8311437442+0j),(-3.45293769819+0j),(0.214911146204+0j),(12.680492666+0j),(-1.39842729629+0j),(5.36447506945+0j),(4.71052036659+0j),(-1.57724949436+0j),(3.38910125845+0j),(-5.10891906209+0j),(-0.665989091253+0j),(-0.771636041819+0j),(0.371824729855+0j),(0.0804273434784+0j),(-4.66494697263+0j),(-4.9967588321+0j),(0.992308151024+0j),(-0.857401192763+0j),(-0.227341663699+0j),(0.355465131534+0j),(0.0361019044336+0j),(0.0216227466733+0j),(0.190150762013+0j),(0.445155245351+0j),(-0.481733004954+0j),(-0.0649812085153+0j),(0.602365718277+0j),(1.49594766745+0j),(-0.0249717231854+0j),(0.0945595524419+0j),(-0.969675700654+0j),(-0.0262692100133+0j),(-0.129475543525+0j),(0.718796445616+0j),(0.267985638746+0j),(-0.0419463455595+0j),(-0.65068730817+0j),(0.728455964332+0j),(-0.981383484763+0j),(-1.15177081525+0j),(0.556193539031+0j),(-1.9287815013+0j),(-0.386234367439+0j),(-0.0647308262276+0j),(0.505333904188+0j),(1.34146166397e-14+0j),(-2.53616572188e-15+0j),(5.8637122935e-14+0j),(4.77118344833e-14+0j),(3.8635761257e-14+0j),(-5.11812814352e-14+0j),(-1.89058838029e-14+0j),(1.487698853e-14+0j),(3.0114799543e-15+0j),(1.29757316003e-14+0j),(-4.49640324973e-14+0j),(4.33542091116e-14+0j),(6.18949336229e-15+0j),(-1.06026298852e-14+0j),(-2.46191955711e-14+2.04836148043e-14j),(-2.46191955711e-14-2.04836148043e-14j),(-7.40657535303e-14+5.42101086243e-15j),(-7.40657535303e-14-5.42101086243e-15j),(-1.4224732503e-15-2.91260071617e-14j),(-1.4224732503e-15+2.91260071617e-14j),(7.91033905045e-16-1.48075995909e-14j),(7.91033905045e-16+1.48075995909e-14j),(-6.34561847512e-15+0j),(8.39606162373e-16+1.97064586871e-14j),(8.39606162373e-16-1.97064586871e-14j),(-1.29479760247e-14-1.29063426613e-15j),(-1.29479760247e-14+1.29063426613e-15j),(-7.01522173685e-15-2.25860996572e-15j)
(1.09177130453+0j),(-18.9560356614+0j),(-2.45789739575+0j),(12.6847845671+0j),(0.45888738078+0j),(-2.77307248387+0j),(4.01170052403+0j),(2.95946230347+0j),(-0.61693507677+0j),(-8.14440257425+0j),(-1.49859567625+0j),(0.797728330155+0j),(5.67922239046+0j),(0.787777830501+0j),(-5.39422401461+0j),(3.43223684901+0j),(0.303337302929+0j),(-1.88249707346+0j),(-0.0271318417128+0j),(-0.243546541867+0j),(3.04670962232+0j),(0.0722070266823+0j),(-2.45204378919+0j),(1.04114443528+0j),(-0.0745099741162+0j),(3.15129051965+0j),(3.81345087273+0j),(1.34751970606+0j),(-2.94176256059+0j),(-0.894847120764+0j),(1.34024161784+0j),(1.40647256633+0j),(1.56282695131+0j),(0.36520690095+0j),(3.63723272652+0j),(1.4794128496+0j),(0.940033261316+0j),(-0.747631966641+0j),(-0.539635217211+0j),(-0.988216854127+0j),(0.177830435102+0j),(-0.129764896191+0j),(0.0302630648031+0j),(-0.0272437035867+0j),(-0.0259468666861+0j),(-0.0747185311734+0j),(0.134223872789+0j),(-2.63868787931e-14+0j),(-6.39592545593e-14+0j),(-1.68025315883e-14+0j),(-9.68947144742e-14+0j),(9.65894031424e-15+0j),(2.17048601314e-14+0j),(-5.68477556695e-14+0j),(-5.95357096955e-15+0j),(-1.58068003131e-14+0j),(7.9936057773e-15+0j),(-2.74225087082e-14+0j),(-2.75612865863e-14+0j),(-5.12090370108e-14+0j),(4.13558076673e-14+0j),(3.31679128607e-15+3.47222250952e-14j),(3.31679128607e-15-3.47222250952e-14j),(-1.2059797605e-14-2.46157261241e-15j),(-1.2059797605e-14+2.46157261241e-15j),(-5.75928194024e-16+9.0552565446e-16j),(-5.75928194024e-16-9.0552565446e-16j),(-2.08583150751e-14-4.99600361081e-15j),(-2.08583150751e-14+4.99600361081e-15j),(-2.69576028167e-15+0j),(-7.89299181569e-15+1.01862962509e-14j),(-7.89299181569e-15-1.01862962509e-14j),(-9.82547376793e-15-6.08194050677e-15j),(-9.82547376793e-15+6.08194050677e-15j),(-1.08142661492e-14-2.53616572188e-15j)
(-48.5771023935+0j),(17.0045140156+0j),(2.51329335604+0j),(-5.16018948047+0j),(-1.22748190092+0j),(2.39018464188+0j),(14.997757878+0j),(4.97466761449+0j),(4.68942947292+0j),(3.06882014773+0j),(10.8289813789+0j),(-0.0785550409286+0j),(1.0007290744+0j),(-0.222000482631+0j),(1.26381964772+0j),(-2.07106598914+0j),(6.75279331346+0j),(-1.37332369876+0j),(-7.63403004813+0j),(1.08808580628+0j),(-2.55861131703+0j),(3.26395158561+0j),(-2.02334406784+0j),(2.68289693013+0j),(-1.48417582492+0j),(2.1159872838+0j),(-0.104430888934+0j),(-1.52208910686+0j),(0.49607241547+0j),(0.317102546887+0j),(0.058062864508+0j),(0.0855455990502+0j),(-0.36284904226+0j),(0.55430360181+0j),(0.844264223563+0j),(-1.12806130582+0j),(-0.326964590585+0j),(0.051773334784+0j),(-0.0215750229241+0j),(0.0221850786958+0j),(-0.190621899405+0j),(-0.0422162038438+0j),(0.0902679540425+0j),(0.0475290998996+0j),(0.106555644429+0j),(0.0256392482609+0j),(-0.0161178754188+0j),(-1.39298295121e-15+0j),(-7.4593109467e-16+0j),(-1.93595139919e-15+0j),(-7.6327832943e-15+0j),(-9.82547376793e-15+0j),(-1.00752739485e-14+0j),(1.0848093257e-14+0j),(-1.78607129087e-14+0j),(6.86950496487e-15+0j),(-6.49480469406e-15+0j),(-8.04911692853e-15+0j),(1.67088565206e-14+0j),(1.82354131795e-14+0j),(-2.38697950294e-15+0j),(8.881784197e-16-9.13158437754e-15j),(8.881784197e-16+9.13158437754e-15j),(1.96925808993e-14-6.21551421442e-15j),(1.96925808993e-14+6.21551421442e-15j),(2.77035339113e-15+1.6753959331e-14j),(2.77035339113e-15-1.6753959331e-14j),(1.27953203588e-14-6.05071548421e-15j),(1.27953203588e-14+6.05071548421e-15j),(-4.49987269668e-15+0j),(-1.61641533492e-14-6.29357677084e-15j),(-1.61641533492e-14+6.29357677084e-15j),(-4.31599200823e-15-1.653885362e-14j),(-4.31599200823e-15+1.653885362e-14j),(-1.35308431126e-15-8.05952526939e-15j)
(-54.5258237345+0j),(29.0920788559+0j),(16.6866227325+0j),(7.67850913487+0j),(-6.20565768534+0j),(0.706083096524+0j),(-0.53602285692+0j),(0.00594546450668+0j),(0.63590243802+0j),(-1.12438851289+0j),(-2.28363850925+0j),(-1.39432359677+0j),(4.50562764343+0j),(3.05503436762+0j),(2.27179920221+0j),(-4.12655309953+0j),(-5.79782779586+0j),(4.24219145566+0j),(-1.10193570461+0j),(-3.76396821826+0j),(-1.26571554802+0j),(-0.549555244194+0j),(-6.78650635789+0j),(1.09006431953+0j),(-0.126907161978+0j),(-0.381625314271+0j),(-4.0781314322+0j),(3.40327209908+0j),(-0.781538521811+0j),(-2.07301532096+0j),(-1.0131378707+0j),(0.0648781432644+0j),(-0.105656951276+0j),(-1.03280086036+0j),(0.352297405878+0j),(0.540216553453+0j),(0.431527899031+0j),(0.112910000822+0j),(0.190522513696+0j),(0.261665328635+0j),(0.0235855456172+0j),(-0.029023005734+0j),(-0.0763681897285+0j),(-0.03458940617+0j),(0.0181790403586+0j),(-0.00346522250879+0j),(-0.0161667941154+0j),(1.69812081063e-14+0j),(-4.56232274182e-15+0j),(-5.87030424271e-15+0j),(-1.81799020282e-15+0j),(-4.57966997658e-15+0j),(-6.2172489379e-15+0j),(2.67407623822e-15+0j),(-2.45567455259e-14+0j),(1.18655085757e-14+0j),(-1.38777878078e-14+0j),(1.72084568817e-15+0j),(-5.88418203051e-15+0j),(-2.35922392733e-15+0j),(1.78190795452e-14+0j),(1.47937218031e-14+7.13318293322e-15j),(1.47937218031e-14-7.13318293322e-15j),(2.01921812604e-14-4.77395900589e-15j),(2.01921812604e-14+4.77395900589e-15j),(8.33361157859e-15+1.62543589699e-14j),(8.33361157859e-15-1.62543589699e-14j),(1.32532873565e-14-1.99840144433e-15j),(1.32532873565e-14+1.99840144433e-15j),(-1.36349265212e-15+0j),(-1.01689490162e-14-1.39471767469e-15j),(-1.01689490162e-14+1.39471767469e-15j),(-1.07969189145e-14-1.42420797378e-14j),(-1.07969189145e-14+1.42420797378e-14j),(-1.02001740387e-15-9.51669298921e-15j)
(-44.3515884746+0j),(13.3827935311+0j),(-0.176926245072+0j),(-5.7341208447+0j),(11.5320201757+0j),(-3.22416132531+0j),(4.37982874141+0j),(8.09502115525+0j),(2.37501409442+0j),(5.59785636025+0j),(5.76922083247+0j),(3.3928795955+0j),(-1.89380984131+0j),(1.48833193239+0j),(-3.7292509267+0j),(1.77398552386+0j),(-1.56073882455+0j),(1.63298837386+0j),(5.82655715835+0j),(-4.36608627938+0j),(2.81453473949+0j),(-2.24217264297+0j),(-1.23590089631+0j),(-2.66922134689+0j),(1.79782844948+0j),(0.33428189896+0j),(0.722045226761+0j),(-1.55364999863+0j),(0.185815002961+0j),(0.265670116075+0j),(-1.35181230746+0j),(1.80710106838+0j),(-2.2103922271+0j),(1.47292770375+0j),(1.87625057547+0j),(-1.99658352615+0j),(-1.55669683845+0j),(0.627312411693+0j),(1.00434425399+0j),(0.588569088148+0j),(0.413260175003+0j),(-0.135513761364+0j),(0.0494899880785+0j),(0.124499289359+0j),(-0.0210340149581+0j),(0.0162608532798+0j),(0.00957795765832+0j),(-6.8747091353e-15+0j),(6.86950496487e-16+0j),(-2.64337163269e-14+0j),(4.10782519111e-15+0j),(-8.881784197e-15+0j),(2.35367281221e-14+0j),(-2.58560534094e-15+0j),(-1.53627111033e-14+0j),(5.75928194024e-15+0j),(-7.82707232361e-15+0j),(-5.21804821574e-15+0j),(-1.07830411267e-14+0j),(3.52773366075e-14+0j),(-3.90243393156e-14+0j),(-1.94011473553e-14-1.95121696578e-14j),(-1.94011473553e-14+1.95121696578e-14j),(1.37390099297e-15+1.50747470062e-15j),(1.37390099297e-15-1.50747470062e-15j),(-8.56953397133e-15+2.11636264069e-16j),(-8.56953397133e-15-2.11636264069e-16j),(1.12410081243e-15-1.61259894327e-14j),(1.12410081243e-15+1.61259894327e-14j),(-9.88445436612e-15+0j),(-1.23165366794e-15-1.155325835e-14j),(-1.23165366794e-15+1.155325835e-14j),(5.8564264549e-15-1.64104840827e-15j),(5.8564264549e-15+1.64104840827e-15j),(6.03336824945e-15-4.27088919785e-15j)
